Parameter_Name,Increment,Range_Min,Range_Max,Value,Type,Default,Units
FW_T_SINK_R_SP,0.01,0.5,15.0,N,Float,2.0,m/s
FW_T_SPDWEIGHT,1.0,0.0,2.0,N,Float,1.0,N
FW_T_SPD_DEV_STD,0.1,0.01,10.0,N,Float,0.2,m/s^2
FW_T_SPD_PRC_STD,0.1,0.01,10.0,N,Float,0.2,m/s^2
FW_T_SPD_STD,0.1,0.01,10.0,N,Float,0.07,m/s
FW_T_STE_R_TC,0.01,0.0,2.0,N,Float,0.4,N
FW_T_TAS_TC,0.5,2.0,N,N,Float,5.0,N
FW_T_THR_DAMPING,0.01,0.0,1.0,N,Float,0.05,N
FW_T_THR_INTEG,0.005,0.0,1.0,N,Float,0.02,N
FW_T_THR_LOW_HGT,1.0,-1.0,N,N,Float,-1.0,m
FW_T_VERT_ACC,0.5,1.0,10.0,N,Float,7.0,m/s^2
FW_WIND_ARSP_SC,0.01,0.0,N,N,Float,0.0,N
FD_ACT_EN,V,N,N,"['0', '1']",Int32,1,N
FD_ACT_MOT_C2T,1.0,0.0,50.0,N,Float,2.0,A/%
FD_ACT_MOT_THR,0.01,0.0,1.0,N,Float,0.2,norm
FD_ACT_MOT_TOUT,100,10,10000,N,Int32,100,ms
FD_ESCS_EN,V,N,N,"['0', '1']",Int32,1,N
FD_EXT_ATS_EN,V,N,N,"['0', '1']",Int32,0,N
FD_EXT_ATS_TRIG,N,N,N,N,Int32,1900,us
FD_FAIL_P,N,0,180,N,Int32,60,deg
FD_FAIL_P_TTRI,N,0.02,5.0,N,Float,0.3,s
FD_FAIL_R,N,0,180,N,Int32,60,deg
FD_FAIL_R_TTRI,N,0.02,5.0,N,Float,0.3,s
FD_IMB_PROP_THR,1,0,1000,N,Int32,30,N
MC_ORBIT_RAD_MAX,0.5,1.0,10000.0,N,Float,1000.0,m
MC_ORBIT_YAW_MOD,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
FLW_TGT_ALT_M,V,N,N,"['0', '1', '2']",Int32,0,N
FLW_TGT_DST,N,1.0,N,N,Float,8.0,m
FLW_TGT_FA,N,-180.0,180.0,N,Float,180.0,N
FLW_TGT_HT,N,8.0,N,N,Float,8.0,m
FLW_TGT_MAX_VEL,N,0.0,20.0,N,Float,5.0,N
FLW_TGT_RS,N,0.0,1.0,N,Float,0.1,N
GPS_1_CONFIG,V,N,N,"['0', '6', '101', '102', '103', '104', '201', '202', '203', '300', '301', '401']",Int32,201,N
GPS_1_GNSS,B,0,63,"['0', '1', '2', '3', '4', '5']",Int32,0,N
GPS_1_PROTOCOL,V,0,7,"['0', '1', '2', '3', '4', '5', '6']",Int32,1,N
GPS_2_CONFIG,V,N,N,"['0', '6', '101', '102', '103', '104', '201', '202', '203', '300', '301', '401']",Int32,0,N
GPS_2_GNSS,B,0,63,"['0', '1', '2', '3', '4', '5']",Int32,0,N
GPS_2_PROTOCOL,V,0,6,"['0', '1', '2', '3', '4', '5', '6']",Int32,1,N
GPS_DUMP_COMM,V,0,2,"['0', '1', '2']",Int32,0,N
GPS_SAT_INFO,V,N,N,"['0', '1']",Int32,0,N
GPS_UBX_BAUD2,N,0,N,N,Int32,230400,B/s
GPS_UBX_CFG_INTF,B,0,32,"['0', '1', '2', '3', '4', '5']",Int32,0,N
GPS_UBX_DYNMODEL,V,0,9,"['2', '4', '6', '7', '8']",Int32,7,N
GPS_UBX_MODE,V,0,1,"['0', '1', '2', '3', '4', '5']",Int32,0,N
GPS_YAW_OFFSET,N,0.0,360.0,N,Float,0.0,deg
PPS_CAP_ENABLE,V,N,N,"['0', '1']",Int32,0,N
GF_ACTION,V,0,5,"['0', '1', '2', '3', '4', '5']",Int32,2,N
GF_MAX_HOR_DIST,1.0,0.0,10000.0,N,Float,0.0,m
GF_MAX_VER_DIST,1.0,0.0,10000.0,N,Float,0.0,m
GF_PREDICT,V,N,N,"['0', '1']",Int32,0,N
GF_SOURCE,V,0,1,"['0', '1']",Int32,0,N
CA_AIRFRAME,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",Int32,0,N
CA_FAILURE_MODE,V,N,N,"['0', '1']",Int32,0,N
CA_HELI_PITCH_C0,0.1,-1.0,1.0,N,Float,-0.05,N
CA_HELI_PITCH_C1,0.1,-1.0,1.0,N,Float,0.0725,N
CA_HELI_PITCH_C2,0.1,-1.0,1.0,N,Float,0.2,N
CA_HELI_PITCH_C3,0.1,-1.0,1.0,N,Float,0.325,N
CA_HELI_PITCH_C4,0.1,-1.0,1.0,N,Float,0.45,N
CA_HELI_RPM_I,0.1,0.0,10.0,N,Float,0.0,N
CA_HELI_RPM_P,0.1,0.0,10.0,N,Float,0.0,N
CA_HELI_RPM_SP,1.0,100.0,10000.0,N,Float,1500.0,N
CA_HELI_THR_C0,0.1,0.0,1.0,N,Float,1.0,N
CA_HELI_THR_C1,0.1,0.0,1.0,N,Float,1.0,N
CA_HELI_THR_C2,0.1,0.0,1.0,N,Float,1.0,N
CA_HELI_THR_C3,0.1,0.0,1.0,N,Float,1.0,N
CA_HELI_THR_C4,0.1,0.0,1.0,N,Float,1.0,N
CA_HELI_YAW_CCW,V,N,N,"['0', '1']",Int32,0,N
CA_HELI_YAW_CP_O,0.1,-2.0,2.0,N,Float,0.0,N
CA_HELI_YAW_CP_S,0.1,-2.0,2.0,N,Float,0.0,N
CA_HELI_YAW_TH_S,0.1,-2.0,2.0,N,Float,0.0,N
CA_MAX_SVO_THROW,0.1,0.0,75.0,N,Float,0.0,deg
CA_METHOD,V,N,N,"['0', '1', '2']",Int32,2,N
CA_R0_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R10_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R11_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R1_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R2_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R3_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R4_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R5_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R6_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R7_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R8_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_R9_SLEW,0.01,0.0,10.0,N,Float,0.0,s
CA_ROTOR0_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR0_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR0_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR0_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR0_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR0_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR0_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR0_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR0_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR10_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR10_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR10_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR10_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR10_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR10_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR10_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR10_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR10_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR11_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR11_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR11_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR11_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR11_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR11_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR11_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR11_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR11_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR1_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR1_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR1_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR1_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR1_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR1_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR1_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR1_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR1_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR2_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR2_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR2_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR2_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR2_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR2_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR2_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR2_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR2_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR3_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR3_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR3_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR3_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR3_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR3_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR3_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR3_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR3_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR4_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR4_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR4_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR4_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR4_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR4_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR4_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR4_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR4_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR5_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR5_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR5_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR5_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR5_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR5_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR5_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR5_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR5_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR6_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR6_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR6_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR6_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR6_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR6_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR6_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR6_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR6_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR7_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR7_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR7_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR7_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR7_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR7_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR7_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR7_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR7_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR8_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR8_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR8_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR8_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR8_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR8_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR8_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR8_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR8_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR9_AX,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR9_AY,0.1,-100.0,100.0,N,Float,0.0,N
CA_ROTOR9_AZ,0.1,-100.0,100.0,N,Float,-1.0,N
CA_ROTOR9_CT,1.0,0.0,100.0,N,Float,6.5,N
CA_ROTOR9_KM,0.01,-1.0,1.0,N,Float,0.05,N
CA_ROTOR9_PX,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR9_PY,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR9_PZ,0.1,-100.0,100.0,N,Float,0.0,m
CA_ROTOR9_TILT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
CA_ROTOR_COUNT,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Int32,0,N
CA_R_REV,B,0,4095,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",Int32,0,N
CA_SP0_ANG0,10.0,0.0,360.0,N,Float,0.0,deg
CA_SP0_ANG1,10.0,0.0,360.0,N,Float,140.0,deg
CA_SP0_ANG2,10.0,0.0,360.0,N,Float,220.0,deg
CA_SP0_ANG3,10.0,0.0,360.0,N,Float,0.0,deg
CA_SP0_ARM_L0,0.1,0.0,10.0,N,Float,1.0,N
CA_SP0_ARM_L1,0.1,0.0,10.0,N,Float,1.0,N
CA_SP0_ARM_L2,0.1,0.0,10.0,N,Float,1.0,N
CA_SP0_ARM_L3,0.1,0.0,10.0,N,Float,1.0,N
CA_SP0_COUNT,V,N,N,"['2', '3', '4']",Int32,3,N
CA_SV0_SLEW,0.05,0.0,10.0,N,Float,0.0,s
CA_SV1_SLEW,0.05,0.0,10.0,N,Float,0.0,s
CA_SV2_SLEW,0.05,0.0,10.0,N,Float,0.0,s
CA_SV3_SLEW,0.05,0.0,10.0,N,Float,0.0,s
CA_SV4_SLEW,0.05,0.0,10.0,N,Float,0.0,s
CA_SV5_SLEW,0.05,0.0,10.0,N,Float,0.0,s
CA_SV6_SLEW,0.05,0.0,10.0,N,Float,0.0,s
CA_SV7_SLEW,0.05,0.0,10.0,N,Float,0.0,s
CA_SV_CS0_FLAP,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS0_SPOIL,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS0_TRIM,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS0_TRQ_P,N,N,N,N,Float,0.0,N
CA_SV_CS0_TRQ_R,N,N,N,N,Float,0.0,N
CA_SV_CS0_TRQ_Y,N,N,N,N,Float,0.0,N
CA_SV_CS0_TYPE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
CA_SV_CS1_FLAP,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS1_SPOIL,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS1_TRIM,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS1_TRQ_P,N,N,N,N,Float,0.0,N
CA_SV_CS1_TRQ_R,N,N,N,N,Float,0.0,N
CA_SV_CS1_TRQ_Y,N,N,N,N,Float,0.0,N
CA_SV_CS1_TYPE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
CA_SV_CS2_FLAP,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS2_SPOIL,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS2_TRIM,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS2_TRQ_P,N,N,N,N,Float,0.0,N
CA_SV_CS2_TRQ_R,N,N,N,N,Float,0.0,N
CA_SV_CS2_TRQ_Y,N,N,N,N,Float,0.0,N
CA_SV_CS2_TYPE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
CA_SV_CS3_FLAP,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS3_SPOIL,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS3_TRIM,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS3_TRQ_P,N,N,N,N,Float,0.0,N
CA_SV_CS3_TRQ_R,N,N,N,N,Float,0.0,N
CA_SV_CS3_TRQ_Y,N,N,N,N,Float,0.0,N
CA_SV_CS3_TYPE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
CA_SV_CS4_FLAP,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS4_SPOIL,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS4_TRIM,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS4_TRQ_P,N,N,N,N,Float,0.0,N
CA_SV_CS4_TRQ_R,N,N,N,N,Float,0.0,N
CA_SV_CS4_TRQ_Y,N,N,N,N,Float,0.0,N
CA_SV_CS4_TYPE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
CA_SV_CS5_FLAP,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS5_SPOIL,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS5_TRIM,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS5_TRQ_P,N,N,N,N,Float,0.0,N
CA_SV_CS5_TRQ_R,N,N,N,N,Float,0.0,N
CA_SV_CS5_TRQ_Y,N,N,N,N,Float,0.0,N
CA_SV_CS5_TYPE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
CA_SV_CS6_FLAP,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS6_SPOIL,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS6_TRIM,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS6_TRQ_P,N,N,N,N,Float,0.0,N
CA_SV_CS6_TRQ_R,N,N,N,N,Float,0.0,N
CA_SV_CS6_TRQ_Y,N,N,N,N,Float,0.0,N
CA_SV_CS6_TYPE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
CA_SV_CS7_FLAP,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS7_SPOIL,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS7_TRIM,N,-1.0,1.0,N,Float,0.0,N
CA_SV_CS7_TRQ_P,N,N,N,N,Float,0.0,N
CA_SV_CS7_TRQ_R,N,N,N,N,Float,0.0,N
CA_SV_CS7_TRQ_Y,N,N,N,N,Float,0.0,N
CA_SV_CS7_TYPE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",Int32,0,N
CA_SV_CS_COUNT,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8']",Int32,0,N
CA_SV_TL0_CT,V,N,N,"['0', '1', '2', '3']",Int32,1,N
CA_SV_TL0_MAXA,N,-90.0,90.0,N,Float,90.0,deg
CA_SV_TL0_MINA,N,-90.0,90.0,N,Float,0.0,deg
CA_SV_TL0_TD,V,0,359,"['0', '90']",Int32,0,N
CA_SV_TL1_CT,V,N,N,"['0', '1', '2', '3']",Int32,1,N
CA_SV_TL1_MAXA,N,-90.0,90.0,N,Float,90.0,deg
CA_SV_TL1_MINA,N,-90.0,90.0,N,Float,0.0,deg
CA_SV_TL1_TD,V,0,359,"['0', '90']",Int32,0,N
CA_SV_TL2_CT,V,N,N,"['0', '1', '2', '3']",Int32,1,N
CA_SV_TL2_MAXA,N,-90.0,90.0,N,Float,90.0,deg
CA_SV_TL2_MINA,N,-90.0,90.0,N,Float,0.0,deg
CA_SV_TL2_TD,V,0,359,"['0', '90']",Int32,0,N
CA_SV_TL3_CT,V,N,N,"['0', '1', '2', '3']",Int32,1,N
CA_SV_TL3_MAXA,N,-90.0,90.0,N,Float,90.0,deg
CA_SV_TL3_MINA,N,-90.0,90.0,N,Float,0.0,deg
CA_SV_TL3_TD,V,0,359,"['0', '90']",Int32,0,N
CA_SV_TL_COUNT,V,N,N,"['0', '1', '2', '3', '4']",Int32,0,N
SIM_GZ_SV_MAXA1,N,-180.0,180.0,N,Float,45.0,deg
SIM_GZ_SV_MAXA2,N,-180.0,180.0,N,Float,45.0,deg
SIM_GZ_SV_MAXA3,N,-180.0,180.0,N,Float,45.0,deg
SIM_GZ_SV_MAXA4,N,-180.0,180.0,N,Float,45.0,deg
SIM_GZ_SV_MAXA5,N,-180.0,180.0,N,Float,45.0,deg
SIM_GZ_SV_MAXA6,N,-180.0,180.0,N,Float,45.0,deg
SIM_GZ_SV_MAXA7,N,-180.0,180.0,N,Float,45.0,deg
SIM_GZ_SV_MAXA8,N,-180.0,180.0,N,Float,45.0,deg
SIM_GZ_SV_MINA1,N,-180.0,180.0,N,Float,-45.0,deg
SIM_GZ_SV_MINA2,N,-180.0,180.0,N,Float,-45.0,deg
SIM_GZ_SV_MINA3,N,-180.0,180.0,N,Float,-45.0,deg
SIM_GZ_SV_MINA4,N,-180.0,180.0,N,Float,-45.0,deg
SIM_GZ_SV_MINA5,N,-180.0,180.0,N,Float,-45.0,deg
SIM_GZ_SV_MINA6,N,-180.0,180.0,N,Float,-45.0,deg
SIM_GZ_SV_MINA7,N,-180.0,180.0,N,Float,-45.0,deg
SIM_GZ_SV_MINA8,N,-180.0,180.0,N,Float,-45.0,deg
HTE_ACC_GATE,N,1.0,10.0,N,Float,3.0,SD
HTE_HT_ERR_INIT,N,0.0,1.0,N,Float,0.1,normalized_thrust
HTE_HT_NOISE,N,0.0001,1.0,N,Float,0.0036,normalized_thrust/s
HTE_THR_RANGE,N,0.01,0.4,N,Float,0.2,normalized_thrust
HTE_VXY_THR,N,1.0,20.0,N,Float,10.0,m/s
HTE_VZ_THR,N,1.0,10.0,N,Float,2.0,m/s
ICE_CHOKE_ST_DUR,0.1,0.0,10.0,N,Float,5.0,s
ICE_EN,V,N,N,"['0', '1']",Int32,1,N
ICE_IGN_DELAY,0.1,0.0,10.0,N,Float,0.0,s
ICE_MIN_RUN_RPM,1.0,0.0,10000.0,N,Float,2000.0,rpm
ICE_ON_SOURCE,V,N,N,"['0', '1', '2']",Int32,0,N
ICE_RUN_FAULT_D,V,N,N,"['0', '1']",Int32,1,N
ICE_STOP_CHOKE,V,N,N,"['0', '1']",Int32,1,N
ICE_STRT_ATTEMPT,N,0,10,N,Int32,3,N
ICE_STRT_DUR,0.1,0.0,10.0,N,Float,5.0,s
ICE_STRT_THR,0.01,0.0,1.0,N,Float,0.1,norm
ICE_THR_SLEW,0.01,0.0,1.0,N,Float,0.5,1/s
ISBD_CONFIG,V,N,N,"['0', '6', '101', '102', '103', '104', '201', '202', '203', '300', '301', '401']",Int32,0,N
ISBD_READ_INT,N,0,5000,N,Int32,0,s
ISBD_SBD_TIMEOUT,N,0,300,N,Int32,60,s
ISBD_STACK_TIME,N,0,500,N,Int32,0,ms
LNDFW_AIRSPD_MAX,N,2.0,30.0,N,Float,6.0,m/s
LNDFW_ROT_MAX,N,N,N,N,Float,0.5,deg/s
LNDFW_TRIG_TIME,N,0.1,N,N,Float,2.0,s
LNDFW_VEL_XY_MAX,N,0.5,20.0,N,Float,5.0,m/s
LNDFW_VEL_Z_MAX,N,0.1,20.0,N,Float,1.0,m/s
LNDFW_XYACC_MAX,N,2.0,30.0,N,Float,8.0,m/s^2
LNDMC_ALT_GND,N,-1.0,N,N,Float,2.0,m
LNDMC_ROT_MAX,N,N,N,N,Float,20.0,deg/s
LNDMC_TRIG_TIME,N,0.1,10.0,N,Float,1.0,s
LNDMC_XY_VEL_MAX,N,N,N,N,Float,1.5,m/s
LNDMC_Z_VEL_MAX,N,0.0,N,N,Float,0.25,m/s
LND_FLIGHT_T_HI,N,0,N,N,Int32,0,N
LND_FLIGHT_T_LO,N,0,N,N,Int32,0,N
LTEST_ACC_UNC,N,0.01,N,N,Float,10.0,(m/s^2)^2
LTEST_MEAS_UNC,N,N,N,N,Float,0.005,tan(rad)^2
LTEST_MODE,V,0,1,"['0', '1']",Int32,0,N
LTEST_POS_UNC_IN,N,0.001,N,N,Float,0.1,m^2
LTEST_SCALE_X,N,0.01,N,N,Float,1.0,N
LTEST_SCALE_Y,N,0.01,N,N,Float,1.0,N
LTEST_SENS_POS_X,N,N,N,N,Float,0.0,m
LTEST_SENS_POS_Y,N,N,N,N,Float,0.0,m
LTEST_SENS_POS_Z,N,N,N,N,Float,0.0,m
LTEST_SENS_ROT,V,-1,40,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,2,N
LTEST_VEL_UNC_IN,N,0.001,N,N,Float,0.1,(m/s)^2
LPE_ACC_XY,N,1e-05,2.0,N,Float,0.012,m/s^2/sqrt(Hz)
LPE_ACC_Z,N,1e-05,2.0,N,Float,0.02,m/s^2/sqrt(Hz)
LPE_BAR_Z,N,0.01,100.0,N,Float,3.0,m
LPE_EN,V,N,N,"['0', '1']",Int32,0,N
LPE_EPH_MAX,N,1.0,5.0,N,Float,3.0,m
LPE_EPV_MAX,N,1.0,5.0,N,Float,5.0,m
LPE_FAKE_ORIGIN,N,0,1,N,Int32,0,N
LPE_FGYRO_HP,N,0.0,2.0,N,Float,0.001,Hz
LPE_FLW_OFF_Z,N,-1.0,1.0,N,Float,0.0,m
LPE_FLW_QMIN,N,0,255,N,Int32,150,N
LPE_FLW_R,N,0.1,10.0,N,Float,7.0,m/s/rad
LPE_FLW_RR,N,0.0,10.0,N,Float,7.0,m/rad
LPE_FLW_SCALE,N,0.1,10.0,N,Float,1.3,m
